sensor_type,device_type,timestamps,value1,value2,value3
Pressure,smartphone,1529657321347000000,1018.21967,1010.3597,0.0
Pressure,smartphone,1529657321385000000,1018.21967,1010.3597,0.0
Pressure,smartphone,1529657321424000000,1018.21967,1010.3597,0.0
Pressure,smartphone,1529657321462000000,1018.21967,1010.3597,0.0
Pressure,smartphone,1529657321500000000,1018.213,1010.353,0.0
Pressure,smartphone,1529657321539000000,1018.213,1010.353,0.0
Pressure,smartphone,1529657321577000000,1018.213,1010.353,0.0
Pressure,smartphone,1529657321616000000,1018.213,1010.353,0.0
Pressure,smartphone,1529657321655000000,1018.23236,1010.3724,0.0
Pressure,smartphone,1529657321693000000,1018.23236,1010.3724,0.0
Pressure,smartphone,1529657321731000000,1018.23236,1010.3724,0.0
Pressure,smartphone,1529657321769000000,1018.23236,1010.3724,0.0
Pressure,smartphone,1529657321808000000,1018.23236,1010.3724,0.0
Pressure,smartphone,1529657321846000000,1018.2471,1010.3871,0.0
Pressure,smartphone,1529657321885000000,1018.2471,1010.3871,0.0
Pressure,smartphone,1529657321923000000,1018.2471,1010.3871,0.0
Pressure,smartphone,1529657321962000000,1018.2471,1010.3871,0.0
Pressure,smartphone,1529657322001000000,1018.16754,1010.30756,0.0
Pressure,smartphone,1529657322039000000,1018.16754,1010.30756,0.0
Pressure,smartphone,1529657322077000000,1018.16754,1010.30756,0.0
Pressure,smartphone,1529657322116000000,1018.16754,1010.30756,0.0
Pressure,smartphone,1529657322154000000,1018.1496,1010.2896,0.0
Pressure,smartphone,1529657322193000000,1018.1496,1010.2896,0.0
Pressure,smartphone,1529657322231000000,1018.1496,1010.2896,0.0
Pressure,smartphone,1529657322269000000,1018.1496,1010.2896,0.0
Pressure,smartphone,1529657322308000000,1018.16895,1010.30896,0.0
Pressure,smartphone,1529657322347000000,1018.16895,1010.30896,0.0
Pressure,smartphone,1529657322385000000,1018.16895,1010.30896,0.0
Pressure,smartphone,1529657322423000000,1018.16895,1010.30896,0.0
Pressure,smartphone,1529657322462000000,1018.18097,1010.321,0.0
Pressure,smartphone,1529657322500000000,1018.18097,1010.321,0.0
Pressure,smartphone,1529657322538000000,1018.18097,1010.321,0.0
Pressure,smartphone,1529657322577000000,1018.18097,1010.321,0.0
Pressure,smartphone,1529657322615000000,1018.22424,1010.36426,0.0
Pressure,smartphone,1529657322654000000,1018.22424,1010.36426,0.0
Pressure,smartphone,1529657322692000000,1018.22424,1010.36426,0.0
Pressure,smartphone,1529657322731000000,1018.22424,1010.36426,0.0
Pressure,smartphone,1529657322770000000,1018.2631,1010.40314,0.0
Pressure,smartphone,1529657322808000000,1018.2631,1010.40314,0.0
Pressure,smartphone,1529657322846000000,1018.2631,1010.40314,0.0
Pressure,smartphone,1529657322885000000,1018.2631,1010.40314,0.0
Pressure,smartphone,1529657322924000000,1018.2949,1010.43494,0.0
Pressure,smartphone,1529657322962000000,1018.2949,1010.43494,0.0
Pressure,smartphone,1529657323001000000,1018.2949,1010.43494,0.0
Pressure,smartphone,1529657323039000000,1018.2949,1010.43494,0.0
Pressure,smartphone,1529657323077000000,1018.21124,1010.35126,0.0
Pressure,smartphone,1529657323116000000,1018.21124,1010.35126,0.0
Pressure,smartphone,1529657323154000000,1018.21124,1010.35126,0.0
Pressure,smartphone,1529657323192000000,1018.21124,1010.35126,0.0
Pressure,smartphone,1529657323231000000,1018.21454,1010.35455,0.0
Pressure,smartphone,1529657323269000000,1018.21454,1010.35455,0.0
Pressure,smartphone,1529657323308000000,1018.21454,1010.35455,0.0
Pressure,smartphone,1529657323347000000,1018.21454,1010.35455,0.0
Pressure,smartphone,1529657323384000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657323423000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657323462000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657323500000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657323538000000,1018.1865,1010.32654,0.0
Pressure,smartphone,1529657323577000000,1018.1865,1010.32654,0.0
Pressure,smartphone,1529657323615000000,1018.1865,1010.32654,0.0
Pressure,smartphone,1529657323653000000,1018.1865,1010.32654,0.0
Pressure,smartphone,1529657323693000000,1018.20496,1010.345,0.0
Pressure,smartphone,1529657323730000000,1018.20496,1010.345,0.0
Pressure,smartphone,1529657323770000000,1018.20496,1010.345,0.0
Pressure,smartphone,1529657323808000000,1018.20496,1010.345,0.0
Pressure,smartphone,1529657323846000000,1018.2148,1010.3548,0.0
Pressure,smartphone,1529657323885000000,1018.2148,1010.3548,0.0
Pressure,smartphone,1529657323923000000,1018.2148,1010.3548,0.0
Pressure,smartphone,1529657323961000000,1018.2148,1010.3548,0.0
Pressure,smartphone,1529657323999000000,1018.2148,1010.3548,0.0
Pressure,smartphone,1529657324038000000,1018.2504,1010.39044,0.0
Pressure,smartphone,1529657324077000000,1018.2504,1010.39044,0.0
Pressure,smartphone,1529657324115000000,1018.2504,1010.39044,0.0
Pressure,smartphone,1529657324154000000,1018.2504,1010.39044,0.0
Pressure,smartphone,1529657324192000000,1018.20715,1010.34717,0.0
Pressure,smartphone,1529657324231000000,1018.20715,1010.34717,0.0
Pressure,smartphone,1529657324269000000,1018.20715,1010.34717,0.0
Pressure,smartphone,1529657324307000000,1018.20715,1010.34717,0.0
Pressure,smartphone,1529657324346000000,1018.2346,1010.37463,0.0
Pressure,smartphone,1529657324384000000,1018.2346,1010.37463,0.0
Pressure,smartphone,1529657324423000000,1018.2346,1010.37463,0.0
Pressure,smartphone,1529657324462000000,1018.2346,1010.37463,0.0
Pressure,smartphone,1529657324500000000,1018.2428,1010.3828,0.0
Pressure,smartphone,1529657324538000000,1018.2428,1010.3828,0.0
Pressure,smartphone,1529657324577000000,1018.2428,1010.3828,0.0
Pressure,smartphone,1529657324615000000,1018.2428,1010.3828,0.0
Pressure,smartphone,1529657324654000000,1018.2891,1010.42914,0.0
Pressure,smartphone,1529657324692000000,1018.2891,1010.42914,0.0
Pressure,smartphone,1529657324730000000,1018.2891,1010.42914,0.0
Pressure,smartphone,1529657324769000000,1018.2891,1010.42914,0.0
Pressure,smartphone,1529657324807000000,1018.2921,1010.4321,0.0
Pressure,smartphone,1529657324846000000,1018.2921,1010.4321,0.0
Pressure,smartphone,1529657324884000000,1018.2921,1010.4321,0.0
Pressure,smartphone,1529657324923000000,1018.2921,1010.4321,0.0
Pressure,smartphone,1529657324961000000,1018.2383,1010.3783,0.0
Pressure,smartphone,1529657325000000000,1018.2383,1010.3783,0.0
Pressure,smartphone,1529657325039000000,1018.2383,1010.3783,0.0
Pressure,smartphone,1529657325077000000,1018.2383,1010.3783,0.0
Pressure,smartphone,1529657325115000000,1018.1955,1010.3355,0.0
Pressure,smartphone,1529657325154000000,1018.1955,1010.3355,0.0
Pressure,smartphone,1529657325192000000,1018.1955,1010.3355,0.0
Pressure,smartphone,1529657325230000000,1018.1955,1010.3355,0.0
Pressure,smartphone,1529657325269000000,1018.2053,1010.34534,0.0
Pressure,smartphone,1529657325307000000,1018.2053,1010.34534,0.0
Pressure,smartphone,1529657325346000000,1018.2053,1010.34534,0.0
Pressure,smartphone,1529657325384000000,1018.2053,1010.34534,0.0
Pressure,smartphone,1529657325423000000,1018.20416,1010.3442,0.0
Pressure,smartphone,1529657325461000000,1018.20416,1010.3442,0.0
Pressure,smartphone,1529657325499000000,1018.20416,1010.3442,0.0
Pressure,smartphone,1529657325538000000,1018.20416,1010.3442,0.0
Pressure,smartphone,1529657325577000000,1018.2033,1010.3433,0.0
Pressure,smartphone,1529657325615000000,1018.2033,1010.3433,0.0
Pressure,smartphone,1529657325653000000,1018.2033,1010.3433,0.0
Pressure,smartphone,1529657325691000000,1018.2033,1010.3433,0.0
Pressure,smartphone,1529657325731000000,1018.2259,1010.3659,0.0
Pressure,smartphone,1529657325769000000,1018.2259,1010.3659,0.0
Pressure,smartphone,1529657325807000000,1018.2259,1010.3659,0.0
Pressure,smartphone,1529657325846000000,1018.2259,1010.3659,0.0
Pressure,smartphone,1529657325884000000,1018.2488,1010.3888,0.0
Pressure,smartphone,1529657325922000000,1018.2488,1010.3888,0.0
Pressure,smartphone,1529657325961000000,1018.2488,1010.3888,0.0
Pressure,smartphone,1529657325999000000,1018.2488,1010.3888,0.0
Pressure,smartphone,1529657326038000000,1018.2345,1010.3745,0.0
Pressure,smartphone,1529657326076000000,1018.2345,1010.3745,0.0
Pressure,smartphone,1529657326115000000,1018.2345,1010.3745,0.0
Pressure,smartphone,1529657326153000000,1018.2345,1010.3745,0.0
Pressure,smartphone,1529657326191000000,1018.2345,1010.3745,0.0
Pressure,smartphone,1529657326230000000,1018.2123,1010.3523,0.0
Pressure,smartphone,1529657326268000000,1018.2123,1010.3523,0.0
Pressure,smartphone,1529657326307000000,1018.2123,1010.3523,0.0
Pressure,smartphone,1529657326345000000,1018.2123,1010.3523,0.0
Pressure,smartphone,1529657326384000000,1018.2237,1010.3637,0.0
Pressure,smartphone,1529657326422000000,1018.2237,1010.3637,0.0
Pressure,smartphone,1529657326461000000,1018.2237,1010.3637,0.0
Pressure,smartphone,1529657326500000000,1018.2237,1010.3637,0.0
Pressure,smartphone,1529657326538000000,1018.2185,1010.3585,0.0
Pressure,smartphone,1529657326577000000,1018.2185,1010.3585,0.0
Pressure,smartphone,1529657326615000000,1018.2185,1010.3585,0.0
Pressure,smartphone,1529657326653000000,1018.2185,1010.3585,0.0
Pressure,smartphone,1529657326692000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657326730000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657326769000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657326807000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657326845000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657326884000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657326922000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657326960000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657326999000000,1018.1882,1010.3282,0.0
Pressure,smartphone,1529657327038000000,1018.1882,1010.3282,0.0
Pressure,smartphone,1529657327076000000,1018.1882,1010.3282,0.0
Pressure,smartphone,1529657327115000000,1018.1882,1010.3282,0.0
Pressure,smartphone,1529657327153000000,1018.1692,1010.3092,0.0
Pressure,smartphone,1529657327192000000,1018.1692,1010.3092,0.0
Pressure,smartphone,1529657327230000000,1018.1692,1010.3092,0.0
Pressure,smartphone,1529657327268000000,1018.1692,1010.3092,0.0
Pressure,smartphone,1529657327306000000,1018.20044,1010.34045,0.0
Pressure,smartphone,1529657327345000000,1018.20044,1010.34045,0.0
Pressure,smartphone,1529657327384000000,1018.20044,1010.34045,0.0
Pressure,smartphone,1529657327422000000,1018.20044,1010.34045,0.0
Pressure,smartphone,1529657327460000000,1018.20465,1010.34467,0.0
Pressure,smartphone,1529657327499000000,1018.20465,1010.34467,0.0
Pressure,smartphone,1529657327538000000,1018.20465,1010.34467,0.0
Pressure,smartphone,1529657327576000000,1018.20465,1010.34467,0.0
Pressure,smartphone,1529657327614000000,1018.2288,1010.36884,0.0
Pressure,smartphone,1529657327652000000,1018.2288,1010.36884,0.0
Pressure,smartphone,1529657327691000000,1018.2288,1010.36884,0.0
Pressure,smartphone,1529657327730000000,1018.2288,1010.36884,0.0
Pressure,smartphone,1529657327768000000,1018.25305,1010.39307,0.0
Pressure,smartphone,1529657327807000000,1018.25305,1010.39307,0.0
Pressure,smartphone,1529657327845000000,1018.25305,1010.39307,0.0
Pressure,smartphone,1529657327884000000,1018.25305,1010.39307,0.0
Pressure,smartphone,1529657327923000000,1018.3069,1010.4469,0.0
Pressure,smartphone,1529657327961000000,1018.3069,1010.4469,0.0
Pressure,smartphone,1529657327999000000,1018.3069,1010.4469,0.0
Pressure,smartphone,1529657328038000000,1018.3069,1010.4469,0.0
Pressure,smartphone,1529657328076000000,1018.2283,1010.3683,0.0
Pressure,smartphone,1529657328115000000,1018.2283,1010.3683,0.0
Pressure,smartphone,1529657328153000000,1018.2283,1010.3683,0.0
Pressure,smartphone,1529657328191000000,1018.2283,1010.3683,0.0
Pressure,smartphone,1529657328229000000,1018.23083,1010.37085,0.0
Pressure,smartphone,1529657328269000000,1018.23083,1010.37085,0.0
Pressure,smartphone,1529657328307000000,1018.23083,1010.37085,0.0
Pressure,smartphone,1529657328346000000,1018.23083,1010.37085,0.0
Pressure,smartphone,1529657328383000000,1018.23083,1010.37085,0.0
Pressure,smartphone,1529657328421000000,1018.24194,1010.38196,0.0
Pressure,smartphone,1529657328460000000,1018.24194,1010.38196,0.0
Pressure,smartphone,1529657328499000000,1018.24194,1010.38196,0.0
Pressure,smartphone,1529657328537000000,1018.24194,1010.38196,0.0
Pressure,smartphone,1529657328575000000,1018.2319,1010.3719,0.0
Pressure,smartphone,1529657328615000000,1018.2319,1010.3719,0.0
Pressure,smartphone,1529657328652000000,1018.2319,1010.3719,0.0
Pressure,smartphone,1529657328691000000,1018.2319,1010.3719,0.0
Pressure,smartphone,1529657328730000000,1018.2433,1010.3833,0.0
Pressure,smartphone,1529657328768000000,1018.2433,1010.3833,0.0
Pressure,smartphone,1529657328807000000,1018.2433,1010.3833,0.0
Pressure,smartphone,1529657328845000000,1018.2433,1010.3833,0.0
Pressure,smartphone,1529657328883000000,1018.2521,1010.3921,0.0
Pressure,smartphone,1529657328922000000,1018.2521,1010.3921,0.0
Pressure,smartphone,1529657328961000000,1018.2521,1010.3921,0.0
Pressure,smartphone,1529657328999000000,1018.2521,1010.3921,0.0
Pressure,smartphone,1529657329037000000,1018.1877,1010.3277,0.0
Pressure,smartphone,1529657329076000000,1018.1877,1010.3277,0.0
Pressure,smartphone,1529657329115000000,1018.1877,1010.3277,0.0
Pressure,smartphone,1529657329153000000,1018.1877,1010.3277,0.0
Pressure,smartphone,1529657329191000000,1018.1769,1010.3169,0.0
Pressure,smartphone,1529657329230000000,1018.1769,1010.3169,0.0
Pressure,smartphone,1529657329268000000,1018.1769,1010.3169,0.0
Pressure,smartphone,1529657329306000000,1018.1769,1010.3169,0.0
Pressure,smartphone,1529657329345000000,1018.19775,1010.33777,0.0
Pressure,smartphone,1529657329383000000,1018.19775,1010.33777,0.0
Pressure,smartphone,1529657329421000000,1018.19775,1010.33777,0.0
Pressure,smartphone,1529657329460000000,1018.19775,1010.33777,0.0
Pressure,smartphone,1529657329499000000,1018.2076,1010.3476,0.0
Pressure,smartphone,1529657329537000000,1018.2076,1010.3476,0.0
Pressure,smartphone,1529657329576000000,1018.2076,1010.3476,0.0
Pressure,smartphone,1529657329614000000,1018.2076,1010.3476,0.0
Pressure,smartphone,1529657329653000000,1018.24243,1010.38245,0.0
Pressure,smartphone,1529657329691000000,1018.24243,1010.38245,0.0
Pressure,smartphone,1529657329730000000,1018.24243,1010.38245,0.0
Pressure,smartphone,1529657329768000000,1018.24243,1010.38245,0.0
Pressure,smartphone,1529657329806000000,1018.2577,1010.3977,0.0
Pressure,smartphone,1529657329845000000,1018.2577,1010.3977,0.0
Pressure,smartphone,1529657329883000000,1018.2577,1010.3977,0.0
Pressure,smartphone,1529657329922000000,1018.2577,1010.3977,0.0
Pressure,smartphone,1529657329960000000,1018.2897,1010.4297,0.0
Pressure,smartphone,1529657329999000000,1018.2897,1010.4297,0.0
Pressure,smartphone,1529657330037000000,1018.2897,1010.4297,0.0
Pressure,smartphone,1529657330075000000,1018.2897,1010.4297,0.0
Pressure,smartphone,1529657330113000000,1018.22986,1010.3699,0.0
Pressure,smartphone,1529657330152000000,1018.22986,1010.3699,0.0
Pressure,smartphone,1529657330190000000,1018.22986,1010.3699,0.0
Pressure,smartphone,1529657330229000000,1018.22986,1010.3699,0.0
Pressure,smartphone,1529657330268000000,1018.2248,1010.3648,0.0
Pressure,smartphone,1529657330306000000,1018.2248,1010.3648,0.0
Pressure,smartphone,1529657330344000000,1018.2248,1010.3648,0.0
Pressure,smartphone,1529657330383000000,1018.2248,1010.3648,0.0
Pressure,smartphone,1529657330421000000,1018.2444,1010.3844,0.0
Pressure,smartphone,1529657330460000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657330498000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657330537000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657330576000000,1018.23224,1010.37225,0.0
Pressure,smartphone,1529657330614000000,1018.2002,1010.3402,0.0
Pressure,smartphone,1529657330652000000,1018.2002,1010.3402,0.0
Pressure,smartphone,1529657330691000000,1018.2002,1010.3402,0.0
Pressure,smartphone,1529657330729000000,1018.2002,1010.3402,0.0
Pressure,smartphone,1529657330768000000,1018.218,1010.35803,0.0
Pressure,smartphone,1529657330806000000,1018.218,1010.35803,0.0
Pressure,smartphone,1529657330845000000,1018.218,1010.35803,0.0
Pressure,smartphone,1529657330883000000,1018.218,1010.35803,0.0
Pressure,smartphone,1529657330921000000,1018.2227,1010.36273,0.0
Pressure,smartphone,1529657330960000000,1018.2227,1010.36273,0.0
Pressure,smartphone,1529657330998000000,1018.2227,1010.36273,0.0
Pressure,smartphone,1529657331037000000,1018.2227,1010.36273,0.0
Pressure,smartphone,1529657331075000000,1018.23,1010.37,0.0
Pressure,smartphone,1529657331114000000,1018.23,1010.37,0.0
Pressure,smartphone,1529657331152000000,1018.23,1010.37,0.0
Pressure,smartphone,1529657331191000000,1018.23,1010.37,0.0
Pressure,smartphone,1529657331229000000,1018.2057,1010.3457,0.0
Pressure,smartphone,1529657331267000000,1018.2057,1010.3457,0.0
Pressure,smartphone,1529657331306000000,1018.2057,1010.3457,0.0
Pressure,smartphone,1529657331344000000,1018.2057,1010.3457,0.0
Pressure,smartphone,1529657331383000000,1018.2211,1010.36115,0.0
Pressure,smartphone,1529657331421000000,1018.2211,1010.36115,0.0
Pressure,smartphone,1529657331460000000,1018.2211,1010.36115,0.0
Pressure,smartphone,1529657331498000000,1018.2211,1010.36115,0.0
Pressure,smartphone,1529657331536000000,1018.2275,1010.3675,0.0
Pressure,smartphone,1529657331575000000,1018.2275,1010.3675,0.0
Pressure,smartphone,1529657331614000000,1018.2275,1010.3675,0.0
Pressure,smartphone,1529657331652000000,1018.2275,1010.3675,0.0
Pressure,smartphone,1529657331690000000,1018.256,1010.396,0.0
Pressure,smartphone,1529657331729000000,1018.256,1010.396,0.0
Pressure,smartphone,1529657331767000000,1018.256,1010.396,0.0
Pressure,smartphone,1529657331806000000,1018.256,1010.396,0.0
Pressure,smartphone,1529657331844000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657331883000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657331921000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657331959000000,1018.2656,1010.40564,0.0
Pressure,smartphone,1529657331998000000,1018.29736,1010.4374,0.0
Pressure,smartphone,1529657332037000000,1018.29736,1010.4374,0.0
Pressure,smartphone,1529657332075000000,1018.29736,1010.4374,0.0
Pressure,smartphone,1529657332113000000,1018.29736,1010.4374,0.0
Pressure,smartphone,1529657332151000000,1018.2176,1010.3576,0.0
Pressure,smartphone,1529657332191000000,1018.2176,1010.3576,0.0
Pressure,smartphone,1529657332229000000,1018.2176,1010.3576,0.0
Pressure,smartphone,1529657332267000000,1018.2176,1010.3576,0.0
Pressure,smartphone,1529657332305000000,1018.20435,1010.34436,0.0
Pressure,smartphone,1529657332344000000,1018.20435,1010.34436,0.0
Pressure,smartphone,1529657332383000000,1018.20435,1010.34436,0.0
Pressure,smartphone,1529657332421000000,1018.20435,1010.34436,0.0
Pressure,smartphone,1529657332459000000,1018.21564,1010.35565,0.0
Pressure,smartphone,1529657332497000000,1018.21564,1010.35565,0.0
Pressure,smartphone,1529657332537000000,1018.21564,1010.35565,0.0
Pressure,smartphone,1529657332575000000,1018.21564,1010.35565,0.0
Pressure,smartphone,1529657332613000000,1018.21564,1010.35565,0.0
Pressure,smartphone,1529657332652000000,1018.18524,1010.32526,0.0
Pressure,smartphone,1529657332690000000,1018.18524,1010.32526,0.0
Pressure,smartphone,1529657332729000000,1018.18524,1010.32526,0.0
Pressure,smartphone,1529657332767000000,1018.18524,1010.32526,0.0
Pressure,smartphone,1529657332805000000,1018.20825,1010.34827,0.0
Pressure,smartphone,1529657332844000000,1018.20825,1010.34827,0.0
Pressure,smartphone,1529657332883000000,1018.20825,1010.34827,0.0
Pressure,smartphone,1529657332921000000,1018.20825,1010.34827,0.0
Pressure,smartphone,1529657332959000000,1018.21136,1010.3514,0.0
Pressure,smartphone,1529657332998000000,1018.21136,1010.3514,0.0
Pressure,smartphone,1529657333036000000,1018.21136,1010.3514,0.0
Pressure,smartphone,1529657333075000000,1018.21136,1010.3514,0.0
Pressure,smartphone,1529657333113000000,1018.18744,1010.32745,0.0
Pressure,smartphone,1529657333152000000,1018.18744,1010.32745,0.0
Pressure,smartphone,1529657333190000000,1018.18744,1010.32745,0.0
Pressure,smartphone,1529657333229000000,1018.18744,1010.32745,0.0
Pressure,smartphone,1529657333267000000,1018.1669,1010.3069,0.0
Pressure,smartphone,1529657333305000000,1018.1669,1010.3069,0.0
Pressure,smartphone,1529657333344000000,1018.1669,1010.3069,0.0
Pressure,smartphone,1529657333383000000,1018.1669,1010.3069,0.0
Pressure,smartphone,1529657333421000000,1018.18243,1010.32245,0.0
Pressure,smartphone,1529657333459000000,1018.18243,1010.32245,0.0
Pressure,smartphone,1529657333498000000,1018.18243,1010.32245,0.0
Pressure,smartphone,1529657333536000000,1018.18243,1010.32245,0.0
Pressure,smartphone,1529657333575000000,1018.1921,1010.3321,0.0
Pressure,smartphone,1529657333613000000,1018.1921,1010.3321,0.0
Pressure,smartphone,1529657333652000000,1018.1921,1010.3321,0.0
Pressure,smartphone,1529657333690000000,1018.1921,1010.3321,0.0
Pressure,smartphone,1529657333728000000,1018.2253,1010.3653,0.0
Pressure,smartphone,1529657333767000000,1018.2253,1010.3653,0.0
Pressure,smartphone,1529657333806000000,1018.2253,1010.3653,0.0
Pressure,smartphone,1529657333844000000,1018.2253,1010.3653,0.0
Pressure,smartphone,1529657333882000000,1018.2376,1010.3776,0.0
Pressure,smartphone,1529657333921000000,1018.2376,1010.3776,0.0
Pressure,smartphone,1529657333959000000,1018.2376,1010.3776,0.0
Pressure,smartphone,1529657333997000000,1018.2376,1010.3776,0.0
Pressure,smartphone,1529657334035000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657334075000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657334112000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657334151000000,1018.24634,1010.38635,0.0
Pressure,smartphone,1529657334190000000,1018.21356,1010.3536,0.0
Pressure,smartphone,1529657334228000000,1018.21356,1010.3536,0.0
Pressure,smartphone,1529657334267000000,1018.21356,1010.3536,0.0
Pressure,smartphone,1529657334305000000,1018.21356,1010.3536,0.0
Pressure,smartphone,1529657334343000000,1018.21014,1010.35016,0.0
Pressure,smartphone,1529657334382000000,1018.21014,1010.35016,0.0
Pressure,smartphone,1529657334420000000,1018.21014,1010.35016,0.0
Pressure,smartphone,1529657334459000000,1018.21014,1010.35016,0.0
Pressure,smartphone,1529657334497000000,1018.21594,1010.35596,0.0
Pressure,smartphone,1529657334536000000,1018.21594,1010.35596,0.0
Pressure,smartphone,1529657334574000000,1018.21594,1010.35596,0.0
Pressure,smartphone,1529657334613000000,1018.21594,1010.35596,0.0
Pressure,smartphone,1529657334652000000,1018.18713,1010.32715,0.0
Pressure,smartphone,1529657334690000000,1018.18713,1010.32715,0.0
Pressure,smartphone,1529657334728000000,1018.18713,1010.32715,0.0
Pressure,smartphone,1529657334767000000,1018.18713,1010.32715,0.0
Pressure,smartphone,1529657334805000000,1018.18713,1010.32715,0.0
Pressure,smartphone,1529657334844000000,1018.21313,1010.35315,0.0
Pressure,smartphone,1529657334882000000,1018.21313,1010.35315,0.0
Pressure,smartphone,1529657334920000000,1018.21313,1010.35315,0.0
Pressure,smartphone,1529657334959000000,1018.21313,1010.35315,0.0
Pressure,smartphone,1529657334997000000,1018.21655,1010.35657,0.0
Pressure,smartphone,1529657335036000000,1018.21655,1010.35657,0.0
Pressure,smartphone,1529657335074000000,1018.21655,1010.35657,0.0
Pressure,smartphone,1529657335112000000,1018.21655,1010.35657,0.0
Pressure,smartphone,1529657335151000000,1018.25793,1010.39795,0.0
Pressure,smartphone,1529657335189000000,1018.25793,1010.39795,0.0
Pressure,smartphone,1529657335228000000,1018.25793,1010.39795,0.0
Pressure,smartphone,1529657335267000000,1018.25793,1010.39795,0.0
Pressure,smartphone,1529657335305000000,1018.2268,1010.3668,0.0
Pressure,smartphone,1529657335343000000,1018.2268,1010.3668,0.0
Pressure,smartphone,1529657335382000000,1018.2268,1010.3668,0.0
Pressure,smartphone,1529657335420000000,1018.2268,1010.3668,0.0
Pressure,smartphone,1529657335458000000,1018.22736,1010.3674,0.0
Pressure,smartphone,1529657335497000000,1018.22736,1010.3674,0.0
Pressure,smartphone,1529657335536000000,1018.22736,1010.3674,0.0
Pressure,smartphone,1529657335574000000,1018.22736,1010.3674,0.0
Pressure,smartphone,1529657335613000000,1018.2281,1010.3681,0.0
Pressure,smartphone,1529657335651000000,1018.2281,1010.3681,0.0
Pressure,smartphone,1529657335690000000,1018.2281,1010.3681,0.0
Pressure,smartphone,1529657335728000000,1018.2281,1010.3681,0.0
Pressure,smartphone,1529657335766000000,1018.2567,1010.3967,0.0
Pressure,smartphone,1529657335804000000,1018.2567,1010.3967,0.0
Pressure,smartphone,1529657335843000000,1018.2567,1010.3967,0.0
Pressure,smartphone,1529657335882000000,1018.2567,1010.3967,0.0
Pressure,smartphone,1529657335920000000,1018.25494,1010.39496,0.0
Pressure,smartphone,1529657335959000000,1018.25494,1010.39496,0.0
Pressure,smartphone,1529657335997000000,1018.25494,1010.39496,0.0
Pressure,smartphone,1529657336036000000,1018.25494,1010.39496,0.0
Pressure,smartphone,1529657336074000000,1018.1952,1010.3352,0.0
Pressure,smartphone,1529657336113000000,1018.1952,1010.3352,0.0
Pressure,smartphone,1529657336151000000,1018.1952,1010.3352,0.0
Pressure,smartphone,1529657336189000000,1018.1952,1010.3352,0.0
Pressure,smartphone,1529657336227000000,1018.18066,1010.3207,0.0
Pressure,smartphone,1529657336266000000,1018.18066,1010.3207,0.0
Pressure,smartphone,1529657336304000000,1018.18066,1010.3207,0.0
Pressure,smartphone,1529657336343000000,1018.18066,1010.3207,0.0
Pressure,smartphone,1529657336382000000,1018.18866,1010.3287,0.0
Pressure,smartphone,1529657336420000000,1018.18866,1010.3287,0.0
Pressure,smartphone,1529657336458000000,1018.18866,1010.3287,0.0
Pressure,smartphone,1529657336497000000,1018.18866,1010.3287,0.0
Pressure,smartphone,1529657336535000000,1018.1959,1010.33594,0.0
Pressure,smartphone,1529657336574000000,1018.1959,1010.33594,0.0
Pressure,smartphone,1529657336613000000,1018.1959,1010.33594,0.0
Pressure,smartphone,1529657336651000000,1018.1959,1010.33594,0.0
Pressure,smartphone,1529657336689000000,1018.21295,1010.35297,0.0
Pressure,smartphone,1529657336727000000,1018.21295,1010.35297,0.0
Pressure,smartphone,1529657336766000000,1018.21295,1010.35297,0.0
Pressure,smartphone,1529657336805000000,1018.21295,1010.35297,0.0
Pressure,smartphone,1529657336843000000,1018.22925,1010.36926,0.0
Pressure,smartphone,1529657336881000000,1018.22925,1010.36926,0.0
Pressure,smartphone,1529657336920000000,1018.22925,1010.36926,0.0
Pressure,smartphone,1529657336958000000,1018.22925,1010.36926,0.0
Pressure,smartphone,1529657336996000000,1018.22925,1010.36926,0.0
Pressure,smartphone,1529657337035000000,1018.23816,1010.3782,0.0
Pressure,smartphone,1529657337074000000,1018.23816,1010.3782,0.0
Pressure,smartphone,1529657337112000000,1018.23816,1010.3782,0.0
Pressure,smartphone,1529657337151000000,1018.23816,1010.3782,0.0
