sensor_type,device_type,timestamps,value1,value2,value3
Pressure,smartphone,1529657645614000000,1017.19305,1009.33307,0.0
Pressure,smartphone,1529657645652000000,1017.19305,1009.33307,0.0
Pressure,smartphone,1529657645691000000,1017.19305,1009.33307,0.0
Pressure,smartphone,1529657645729000000,1017.19305,1009.33307,0.0
Pressure,smartphone,1529657645767000000,1017.20233,1009.34235,0.0
Pressure,smartphone,1529657645806000000,1017.20233,1009.34235,0.0
Pressure,smartphone,1529657645845000000,1017.20233,1009.34235,0.0
Pressure,smartphone,1529657645883000000,1017.20233,1009.34235,0.0
Pressure,smartphone,1529657645921000000,1017.22736,1009.3674,0.0
Pressure,smartphone,1529657645960000000,1017.22736,1009.3674,0.0
Pressure,smartphone,1529657645998000000,1017.22736,1009.3674,0.0
Pressure,smartphone,1529657646037000000,1017.22736,1009.3674,0.0
Pressure,smartphone,1529657646075000000,1017.2417,1009.3817,0.0
Pressure,smartphone,1529657646114000000,1017.2417,1009.3817,0.0
Pressure,smartphone,1529657646152000000,1017.2417,1009.3817,0.0
Pressure,smartphone,1529657646190000000,1017.2417,1009.3817,0.0
Pressure,smartphone,1529657646229000000,1017.2349,1009.37494,0.0
Pressure,smartphone,1529657646267000000,1017.2349,1009.37494,0.0
Pressure,smartphone,1529657646305000000,1017.2349,1009.37494,0.0
Pressure,smartphone,1529657646344000000,1017.2349,1009.37494,0.0
Pressure,smartphone,1529657646382000000,1017.2274,1009.36743,0.0
Pressure,smartphone,1529657646421000000,1017.2274,1009.36743,0.0
Pressure,smartphone,1529657646460000000,1017.2274,1009.36743,0.0
Pressure,smartphone,1529657646499000000,1017.2274,1009.36743,0.0
Pressure,smartphone,1529657646537000000,1017.2362,1009.3762,0.0
Pressure,smartphone,1529657646575000000,1017.2362,1009.3762,0.0
Pressure,smartphone,1529657646613000000,1017.2362,1009.3762,0.0
Pressure,smartphone,1529657646652000000,1017.2362,1009.3762,0.0
Pressure,smartphone,1529657646690000000,1017.2484,1009.3884,0.0
Pressure,smartphone,1529657646729000000,1017.2484,1009.3884,0.0
Pressure,smartphone,1529657646767000000,1017.2484,1009.3884,0.0
Pressure,smartphone,1529657646806000000,1017.2484,1009.3884,0.0
Pressure,smartphone,1529657646845000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657646883000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657646921000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657646960000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657646998000000,1017.27783,1009.41785,0.0
Pressure,smartphone,1529657647036000000,1017.27783,1009.41785,0.0
Pressure,smartphone,1529657647074000000,1017.27783,1009.41785,0.0
Pressure,smartphone,1529657647113000000,1017.27783,1009.41785,0.0
Pressure,smartphone,1529657647151000000,1017.27356,1009.4136,0.0
Pressure,smartphone,1529657647190000000,1017.27356,1009.4136,0.0
Pressure,smartphone,1529657647229000000,1017.27356,1009.4136,0.0
Pressure,smartphone,1529657647267000000,1017.27356,1009.4136,0.0
Pressure,smartphone,1529657647306000000,1017.2813,1009.4213,0.0
Pressure,smartphone,1529657647344000000,1017.2813,1009.4213,0.0
Pressure,smartphone,1529657647383000000,1017.2813,1009.4213,0.0
Pressure,smartphone,1529657647421000000,1017.2813,1009.4213,0.0
Pressure,smartphone,1529657647460000000,1017.2859,1009.4259,0.0
Pressure,smartphone,1529657647498000000,1017.2859,1009.4259,0.0
Pressure,smartphone,1529657647536000000,1017.2859,1009.4259,0.0
Pressure,smartphone,1529657647575000000,1017.2859,1009.4259,0.0
Pressure,smartphone,1529657647614000000,1017.27924,1009.41925,0.0
Pressure,smartphone,1529657647652000000,1017.27924,1009.41925,0.0
Pressure,smartphone,1529657647690000000,1017.27924,1009.41925,0.0
Pressure,smartphone,1529657647729000000,1017.27924,1009.41925,0.0
Pressure,smartphone,1529657647767000000,1017.2402,1009.3802,0.0
Pressure,smartphone,1529657647806000000,1017.269,1009.409,0.0
Pressure,smartphone,1529657647844000000,1017.269,1009.409,0.0
Pressure,smartphone,1529657647882000000,1017.269,1009.409,0.0
Pressure,smartphone,1529657647921000000,1017.269,1009.409,0.0
Pressure,smartphone,1529657647959000000,1017.28784,1009.42786,0.0
Pressure,smartphone,1529657647997000000,1017.28784,1009.42786,0.0
Pressure,smartphone,1529657648037000000,1017.28784,1009.42786,0.0
Pressure,smartphone,1529657648075000000,1017.28784,1009.42786,0.0
Pressure,smartphone,1529657648113000000,1017.30194,1009.44196,0.0
Pressure,smartphone,1529657648152000000,1017.30194,1009.44196,0.0
Pressure,smartphone,1529657648190000000,1017.30194,1009.44196,0.0
Pressure,smartphone,1529657648228000000,1017.30194,1009.44196,0.0
Pressure,smartphone,1529657648267000000,1017.277,1009.417,0.0
Pressure,smartphone,1529657648306000000,1017.277,1009.417,0.0
Pressure,smartphone,1529657648344000000,1017.277,1009.417,0.0
Pressure,smartphone,1529657648382000000,1017.277,1009.417,0.0
Pressure,smartphone,1529657648420000000,1017.298,1009.438,0.0
Pressure,smartphone,1529657648459000000,1017.298,1009.438,0.0
Pressure,smartphone,1529657648498000000,1017.298,1009.438,0.0
Pressure,smartphone,1529657648536000000,1017.298,1009.438,0.0
Pressure,smartphone,1529657648574000000,1017.23566,1009.3757,0.0
Pressure,smartphone,1529657648613000000,1017.23566,1009.3757,0.0
Pressure,smartphone,1529657648651000000,1017.23566,1009.3757,0.0
Pressure,smartphone,1529657648690000000,1017.23566,1009.3757,0.0
Pressure,smartphone,1529657648728000000,1017.187,1009.327,0.0
Pressure,smartphone,1529657648767000000,1017.187,1009.327,0.0
Pressure,smartphone,1529657648805000000,1017.187,1009.327,0.0
Pressure,smartphone,1529657648843000000,1017.187,1009.327,0.0
Pressure,smartphone,1529657648882000000,1017.21716,1009.3572,0.0
Pressure,smartphone,1529657648921000000,1017.21716,1009.3572,0.0
Pressure,smartphone,1529657648959000000,1017.21716,1009.3572,0.0
Pressure,smartphone,1529657648997000000,1017.21716,1009.3572,0.0
Pressure,smartphone,1529657649036000000,1017.2109,1009.3509,0.0
Pressure,smartphone,1529657649074000000,1017.2109,1009.3509,0.0
Pressure,smartphone,1529657649113000000,1017.2109,1009.3509,0.0
Pressure,smartphone,1529657649151000000,1017.2109,1009.3509,0.0
Pressure,smartphone,1529657649190000000,1017.2272,1009.3672,0.0
Pressure,smartphone,1529657649228000000,1017.2272,1009.3672,0.0
Pressure,smartphone,1529657649267000000,1017.2272,1009.3672,0.0
Pressure,smartphone,1529657649305000000,1017.2272,1009.3672,0.0
Pressure,smartphone,1529657649343000000,1017.26514,1009.40515,0.0
Pressure,smartphone,1529657649382000000,1017.26514,1009.40515,0.0
Pressure,smartphone,1529657649421000000,1017.26514,1009.40515,0.0
Pressure,smartphone,1529657649459000000,1017.26514,1009.40515,0.0
Pressure,smartphone,1529657649497000000,1017.3579,1009.4979,0.0
Pressure,smartphone,1529657649535000000,1017.3579,1009.4979,0.0
Pressure,smartphone,1529657649575000000,1017.3579,1009.4979,0.0
Pressure,smartphone,1529657649613000000,1017.3579,1009.4979,0.0
Pressure,smartphone,1529657649651000000,1017.4132,1009.5532,0.0
Pressure,smartphone,1529657649690000000,1017.4132,1009.5532,0.0
Pressure,smartphone,1529657649728000000,1017.4132,1009.5532,0.0
Pressure,smartphone,1529657649767000000,1017.4132,1009.5532,0.0
Pressure,smartphone,1529657649805000000,1017.3953,1009.53534,0.0
Pressure,smartphone,1529657649844000000,1017.3953,1009.53534,0.0
Pressure,smartphone,1529657649882000000,1017.3953,1009.53534,0.0
Pressure,smartphone,1529657649920000000,1017.3953,1009.53534,0.0
Pressure,smartphone,1529657649959000000,1017.3953,1009.53534,0.0
Pressure,smartphone,1529657649998000000,1017.37756,1009.5176,0.0
Pressure,smartphone,1529657650036000000,1017.37756,1009.5176,0.0
Pressure,smartphone,1529657650074000000,1017.37756,1009.5176,0.0
Pressure,smartphone,1529657650113000000,1017.37756,1009.5176,0.0
Pressure,smartphone,1529657650151000000,1017.35693,1009.49695,0.0
Pressure,smartphone,1529657650189000000,1017.35693,1009.49695,0.0
Pressure,smartphone,1529657650228000000,1017.35693,1009.49695,0.0
Pressure,smartphone,1529657650267000000,1017.35693,1009.49695,0.0
Pressure,smartphone,1529657650305000000,1017.34937,1009.4894,0.0
Pressure,smartphone,1529657650343000000,1017.34937,1009.4894,0.0
Pressure,smartphone,1529657650381000000,1017.34937,1009.4894,0.0
Pressure,smartphone,1529657650420000000,1017.34937,1009.4894,0.0
Pressure,smartphone,1529657650459000000,1017.32324,1009.46326,0.0
Pressure,smartphone,1529657650497000000,1017.32324,1009.46326,0.0
Pressure,smartphone,1529657650535000000,1017.32324,1009.46326,0.0
Pressure,smartphone,1529657650574000000,1017.32324,1009.46326,0.0
Pressure,smartphone,1529657650613000000,1017.3146,1009.4546,0.0
Pressure,smartphone,1529657650651000000,1017.3146,1009.4546,0.0
Pressure,smartphone,1529657650689000000,1017.3146,1009.4546,0.0
Pressure,smartphone,1529657650728000000,1017.3146,1009.4546,0.0
Pressure,smartphone,1529657650766000000,1017.2997,1009.4397,0.0
Pressure,smartphone,1529657650805000000,1017.2997,1009.4397,0.0
Pressure,smartphone,1529657650843000000,1017.2997,1009.4397,0.0
Pressure,smartphone,1529657650882000000,1017.2997,1009.4397,0.0
Pressure,smartphone,1529657650920000000,1017.30994,1009.44995,0.0
Pressure,smartphone,1529657650959000000,1017.30994,1009.44995,0.0
Pressure,smartphone,1529657650997000000,1017.30994,1009.44995,0.0
Pressure,smartphone,1529657651036000000,1017.30994,1009.44995,0.0
Pressure,smartphone,1529657651074000000,1017.2638,1009.4038,0.0
Pressure,smartphone,1529657651112000000,1017.2638,1009.4038,0.0
Pressure,smartphone,1529657651151000000,1017.2638,1009.4038,0.0
Pressure,smartphone,1529657651190000000,1017.2638,1009.4038,0.0
Pressure,smartphone,1529657651228000000,1017.25037,1009.3904,0.0
Pressure,smartphone,1529657651266000000,1017.25037,1009.3904,0.0
Pressure,smartphone,1529657651305000000,1017.25037,1009.3904,0.0
Pressure,smartphone,1529657651344000000,1017.25037,1009.3904,0.0
Pressure,smartphone,1529657651382000000,1017.2695,1009.4095,0.0
Pressure,smartphone,1529657651420000000,1017.2695,1009.4095,0.0
Pressure,smartphone,1529657651458000000,1017.2695,1009.4095,0.0
Pressure,smartphone,1529657651497000000,1017.2695,1009.4095,0.0
Pressure,smartphone,1529657651536000000,1017.2765,1009.4165,0.0
Pressure,smartphone,1529657651574000000,1017.2765,1009.4165,0.0
Pressure,smartphone,1529657651613000000,1017.2765,1009.4165,0.0
Pressure,smartphone,1529657651650000000,1017.2765,1009.4165,0.0
Pressure,smartphone,1529657651689000000,1017.2524,1009.3924,0.0
Pressure,smartphone,1529657651728000000,1017.2524,1009.3924,0.0
Pressure,smartphone,1529657651766000000,1017.2524,1009.3924,0.0
Pressure,smartphone,1529657651805000000,1017.2524,1009.3924,0.0
Pressure,smartphone,1529657651843000000,1017.2552,1009.3952,0.0
Pressure,smartphone,1529657651882000000,1017.2552,1009.3952,0.0
Pressure,smartphone,1529657651920000000,1017.2552,1009.3952,0.0
Pressure,smartphone,1529657651958000000,1017.2552,1009.3952,0.0
Pressure,smartphone,1529657651997000000,1017.2552,1009.3952,0.0
Pressure,smartphone,1529657652035000000,1017.28564,1009.42566,0.0
Pressure,smartphone,1529657652074000000,1017.28564,1009.42566,0.0
Pressure,smartphone,1529657652112000000,1017.28564,1009.42566,0.0
Pressure,smartphone,1529657652151000000,1017.28564,1009.42566,0.0
Pressure,smartphone,1529657652189000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657652227000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657652266000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657652305000000,1017.2648,1009.4048,0.0
Pressure,smartphone,1529657652343000000,1017.2371,1009.37714,0.0
Pressure,smartphone,1529657652381000000,1017.2371,1009.37714,0.0
Pressure,smartphone,1529657652420000000,1017.2371,1009.37714,0.0
Pressure,smartphone,1529657652458000000,1017.2371,1009.37714,0.0
Pressure,smartphone,1529657652497000000,1017.23413,1009.37415,0.0
Pressure,smartphone,1529657652535000000,1017.23413,1009.37415,0.0
Pressure,smartphone,1529657652574000000,1017.23413,1009.37415,0.0
Pressure,smartphone,1529657652612000000,1017.23413,1009.37415,0.0
Pressure,smartphone,1529657652650000000,1017.2383,1009.3783,0.0
Pressure,smartphone,1529657652689000000,1017.2383,1009.3783,0.0
Pressure,smartphone,1529657652728000000,1017.2383,1009.3783,0.0
Pressure,smartphone,1529657652766000000,1017.2383,1009.3783,0.0
Pressure,smartphone,1529657652805000000,1017.2329,1009.3729,0.0
Pressure,smartphone,1529657652843000000,1017.2329,1009.3729,0.0
Pressure,smartphone,1529657652881000000,1017.2329,1009.3729,0.0
Pressure,smartphone,1529657652920000000,1017.2329,1009.3729,0.0
Pressure,smartphone,1529657652958000000,1017.23486,1009.3749,0.0
Pressure,smartphone,1529657652997000000,1017.23486,1009.3749,0.0
Pressure,smartphone,1529657653035000000,1017.23486,1009.3749,0.0
Pressure,smartphone,1529657653073000000,1017.23486,1009.3749,0.0
Pressure,smartphone,1529657653111000000,1017.236,1009.37604,0.0
Pressure,smartphone,1529657653150000000,1017.236,1009.37604,0.0
Pressure,smartphone,1529657653188000000,1017.236,1009.37604,0.0
Pressure,smartphone,1529657653227000000,1017.236,1009.37604,0.0
Pressure,smartphone,1529657653265000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653305000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653343000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653381000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653419000000,1017.2326,1009.3726,0.0
Pressure,smartphone,1529657653458000000,1017.2326,1009.3726,0.0
Pressure,smartphone,1529657653497000000,1017.2326,1009.3726,0.0
Pressure,smartphone,1529657653535000000,1017.2326,1009.3726,0.0
Pressure,smartphone,1529657653573000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653612000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653650000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653689000000,1017.24445,1009.38446,0.0
Pressure,smartphone,1529657653727000000,1017.24817,1009.3882,0.0
Pressure,smartphone,1529657653765000000,1017.24817,1009.3882,0.0
Pressure,smartphone,1529657653804000000,1017.24817,1009.3882,0.0
Pressure,smartphone,1529657653843000000,1017.24817,1009.3882,0.0
Pressure,smartphone,1529657653881000000,1017.23206,1009.3721,0.0
Pressure,smartphone,1529657653920000000,1017.23206,1009.3721,0.0
Pressure,smartphone,1529657653958000000,1017.23206,1009.3721,0.0
Pressure,smartphone,1529657653996000000,1017.23206,1009.3721,0.0
Pressure,smartphone,1529657654034000000,1017.23206,1009.3721,0.0
Pressure,smartphone,1529657654073000000,1017.21625,1009.35626,0.0
Pressure,smartphone,1529657654112000000,1017.21625,1009.35626,0.0
Pressure,smartphone,1529657654150000000,1017.21625,1009.35626,0.0
Pressure,smartphone,1529657654189000000,1017.21625,1009.35626,0.0
Pressure,smartphone,1529657654227000000,1017.22986,1009.3699,0.0
Pressure,smartphone,1529657654266000000,1017.22986,1009.3699,0.0
Pressure,smartphone,1529657654303000000,1017.22986,1009.3699,0.0
Pressure,smartphone,1529657654343000000,1017.22986,1009.3699,0.0
Pressure,smartphone,1529657654381000000,1017.2423,1009.3823,0.0
Pressure,smartphone,1529657654419000000,1017.2423,1009.3823,0.0
Pressure,smartphone,1529657654457000000,1017.2423,1009.3823,0.0
Pressure,smartphone,1529657654496000000,1017.2423,1009.3823,0.0
Pressure,smartphone,1529657654535000000,1017.24133,1009.38135,0.0
Pressure,smartphone,1529657654573000000,1017.24133,1009.38135,0.0
Pressure,smartphone,1529657654612000000,1017.24133,1009.38135,0.0
Pressure,smartphone,1529657654650000000,1017.24133,1009.38135,0.0
Pressure,smartphone,1529657654688000000,1017.25397,1009.394,0.0
Pressure,smartphone,1529657654727000000,1017.25397,1009.394,0.0
Pressure,smartphone,1529657654765000000,1017.25397,1009.394,0.0
Pressure,smartphone,1529657654804000000,1017.25397,1009.394,0.0
Pressure,smartphone,1529657654842000000,1017.2425,1009.3825,0.0
Pressure,smartphone,1529657654881000000,1017.2425,1009.3825,0.0
Pressure,smartphone,1529657654920000000,1017.2425,1009.3825,0.0
Pressure,smartphone,1529657654958000000,1017.2425,1009.3825,0.0
Pressure,smartphone,1529657654996000000,1017.2316,1009.37164,0.0
Pressure,smartphone,1529657655035000000,1017.2316,1009.37164,0.0
Pressure,smartphone,1529657655073000000,1017.2316,1009.37164,0.0
Pressure,smartphone,1529657655111000000,1017.2316,1009.37164,0.0
Pressure,smartphone,1529657655150000000,1017.2475,1009.3875,0.0
Pressure,smartphone,1529657655188000000,1017.2475,1009.3875,0.0
Pressure,smartphone,1529657655226000000,1017.2475,1009.3875,0.0
Pressure,smartphone,1529657655266000000,1017.2475,1009.3875,0.0
Pressure,smartphone,1529657655303000000,1017.2727,1009.4127,0.0
Pressure,smartphone,1529657655342000000,1017.2727,1009.4127,0.0
Pressure,smartphone,1529657655381000000,1017.2727,1009.4127,0.0
Pressure,smartphone,1529657655419000000,1017.2727,1009.4127,0.0
Pressure,smartphone,1529657655458000000,1017.2772,1009.41724,0.0
Pressure,smartphone,1529657655496000000,1017.2772,1009.41724,0.0
Pressure,smartphone,1529657655534000000,1017.2772,1009.41724,0.0
Pressure,smartphone,1529657655572000000,1017.2772,1009.41724,0.0
Pressure,smartphone,1529657655612000000,1017.28674,1009.42676,0.0
Pressure,smartphone,1529657655650000000,1017.28674,1009.42676,0.0
Pressure,smartphone,1529657655688000000,1017.28674,1009.42676,0.0
Pressure,smartphone,1529657655727000000,1017.28674,1009.42676,0.0
Pressure,smartphone,1529657655765000000,1017.28284,1009.42285,0.0
Pressure,smartphone,1529657655803000000,1017.28284,1009.42285,0.0
Pressure,smartphone,1529657655842000000,1017.28284,1009.42285,0.0
Pressure,smartphone,1529657655881000000,1017.28284,1009.42285,0.0
Pressure,smartphone,1529657655919000000,1017.24976,1009.3898,0.0
Pressure,smartphone,1529657655957000000,1017.24976,1009.3898,0.0
Pressure,smartphone,1529657655996000000,1017.24976,1009.3898,0.0
Pressure,smartphone,1529657656034000000,1017.24976,1009.3898,0.0
Pressure,smartphone,1529657656073000000,1017.24976,1009.3898,0.0
Pressure,smartphone,1529657656111000000,1017.3613,1009.50134,0.0
Pressure,smartphone,1529657656150000000,1017.3613,1009.50134,0.0
Pressure,smartphone,1529657656188000000,1017.3613,1009.50134,0.0
Pressure,smartphone,1529657656226000000,1017.3613,1009.50134,0.0
Pressure,smartphone,1529657656265000000,1017.4808,1009.6208,0.0
Pressure,smartphone,1529657656303000000,1017.4808,1009.6208,0.0
Pressure,smartphone,1529657656342000000,1017.4808,1009.6208,0.0
Pressure,smartphone,1529657656380000000,1017.4808,1009.6208,0.0
Pressure,smartphone,1529657656418000000,1017.3781,1009.5181,0.0
Pressure,smartphone,1529657656457000000,1017.3781,1009.5181,0.0
Pressure,smartphone,1529657656496000000,1017.3781,1009.5181,0.0
Pressure,smartphone,1529657656534000000,1017.3781,1009.5181,0.0
Pressure,smartphone,1529657656573000000,1017.3689,1009.5089,0.0
Pressure,smartphone,1529657656611000000,1017.3689,1009.5089,0.0
Pressure,smartphone,1529657656650000000,1017.3689,1009.5089,0.0
Pressure,smartphone,1529657656688000000,1017.3689,1009.5089,0.0
Pressure,smartphone,1529657656726000000,1017.31604,1009.45605,0.0
Pressure,smartphone,1529657656765000000,1017.31604,1009.45605,0.0
Pressure,smartphone,1529657656803000000,1017.31604,1009.45605,0.0
Pressure,smartphone,1529657656841000000,1017.31604,1009.45605,0.0
Pressure,smartphone,1529657656880000000,1017.25745,1009.39746,0.0
Pressure,smartphone,1529657656919000000,1017.25745,1009.39746,0.0
Pressure,smartphone,1529657656957000000,1017.25745,1009.39746,0.0
Pressure,smartphone,1529657656995000000,1017.25745,1009.39746,0.0
Pressure,smartphone,1529657657034000000,1017.26044,1009.40045,0.0
Pressure,smartphone,1529657657072000000,1017.26044,1009.40045,0.0
Pressure,smartphone,1529657657111000000,1017.26044,1009.40045,0.0
Pressure,smartphone,1529657657150000000,1017.26044,1009.40045,0.0
Pressure,smartphone,1529657657188000000,1017.22095,1009.36096,0.0
Pressure,smartphone,1529657657226000000,1017.22095,1009.36096,0.0
Pressure,smartphone,1529657657265000000,1017.22095,1009.36096,0.0
Pressure,smartphone,1529657657303000000,1017.22095,1009.36096,0.0
Pressure,smartphone,1529657657342000000,1017.26184,1009.40186,0.0
Pressure,smartphone,1529657657380000000,1017.26184,1009.40186,0.0
Pressure,smartphone,1529657657419000000,1017.26184,1009.40186,0.0
Pressure,smartphone,1529657657457000000,1017.26184,1009.40186,0.0
Pressure,smartphone,1529657657496000000,1017.38654,1009.52655,0.0
Pressure,smartphone,1529657657534000000,1017.38654,1009.52655,0.0
Pressure,smartphone,1529657657572000000,1017.38654,1009.52655,0.0
Pressure,smartphone,1529657657610000000,1017.38654,1009.52655,0.0
Pressure,smartphone,1529657657649000000,1017.35913,1009.49915,0.0
Pressure,smartphone,1529657657687000000,1017.35913,1009.49915,0.0
Pressure,smartphone,1529657657727000000,1017.35913,1009.49915,0.0
Pressure,smartphone,1529657657765000000,1017.35913,1009.49915,0.0
Pressure,smartphone,1529657657803000000,1017.33075,1009.47076,0.0
Pressure,smartphone,1529657657841000000,1017.33075,1009.47076,0.0
Pressure,smartphone,1529657657880000000,1017.33075,1009.47076,0.0
Pressure,smartphone,1529657657918000000,1017.33075,1009.47076,0.0
Pressure,smartphone,1529657657957000000,1017.3137,1009.45374,0.0
Pressure,smartphone,1529657657996000000,1017.3137,1009.45374,0.0
Pressure,smartphone,1529657658034000000,1017.3137,1009.45374,0.0
Pressure,smartphone,1529657658072000000,1017.3137,1009.45374,0.0
Pressure,smartphone,1529657658110000000,1017.3137,1009.45374,0.0
Pressure,smartphone,1529657658149000000,1017.317,1009.45703,0.0
Pressure,smartphone,1529657658188000000,1017.317,1009.45703,0.0
Pressure,smartphone,1529657658226000000,1017.317,1009.45703,0.0
Pressure,smartphone,1529657658264000000,1017.317,1009.45703,0.0
Pressure,smartphone,1529657658303000000,1017.2682,1009.4082,0.0
Pressure,smartphone,1529657658341000000,1017.2682,1009.4082,0.0
Pressure,smartphone,1529657658380000000,1017.2682,1009.4082,0.0
Pressure,smartphone,1529657658418000000,1017.2682,1009.4082,0.0
Pressure,smartphone,1529657658456000000,1017.26483,1009.40485,0.0
Pressure,smartphone,1529657658495000000,1017.26483,1009.40485,0.0
Pressure,smartphone,1529657658534000000,1017.26483,1009.40485,0.0
Pressure,smartphone,1529657658572000000,1017.26483,1009.40485,0.0
Pressure,smartphone,1529657658611000000,1017.29034,1009.43036,0.0
Pressure,smartphone,1529657658649000000,1017.29034,1009.43036,0.0
Pressure,smartphone,1529657658688000000,1017.29034,1009.43036,0.0
Pressure,smartphone,1529657658726000000,1017.29034,1009.43036,0.0
Pressure,smartphone,1529657658764000000,1017.3095,1009.4495,0.0
Pressure,smartphone,1529657658803000000,1017.3095,1009.4495,0.0
Pressure,smartphone,1529657658841000000,1017.3095,1009.4495,0.0
Pressure,smartphone,1529657658880000000,1017.3095,1009.4495,0.0
Pressure,smartphone,1529657658918000000,1017.33997,1009.48,0.0
Pressure,smartphone,1529657658956000000,1017.33997,1009.48,0.0
Pressure,smartphone,1529657658995000000,1017.33997,1009.48,0.0
Pressure,smartphone,1529657659033000000,1017.33997,1009.48,0.0
Pressure,smartphone,1529657659072000000,1017.3467,1009.4867,0.0
Pressure,smartphone,1529657659111000000,1017.3467,1009.4867,0.0
Pressure,smartphone,1529657659149000000,1017.3467,1009.4867,0.0
Pressure,smartphone,1529657659187000000,1017.3467,1009.4867,0.0
Pressure,smartphone,1529657659226000000,1017.3359,1009.4759,0.0
Pressure,smartphone,1529657659264000000,1017.3359,1009.4759,0.0
Pressure,smartphone,1529657659302000000,1017.3359,1009.4759,0.0
Pressure,smartphone,1529657659341000000,1017.3359,1009.4759,0.0
Pressure,smartphone,1529657659380000000,1017.2996,1009.43964,0.0
Pressure,smartphone,1529657659418000000,1017.2996,1009.43964,0.0
Pressure,smartphone,1529657659457000000,1017.2996,1009.43964,0.0
Pressure,smartphone,1529657659495000000,1017.2996,1009.43964,0.0
Pressure,smartphone,1529657659534000000,1017.28394,1009.42395,0.0
Pressure,smartphone,1529657659572000000,1017.28394,1009.42395,0.0
Pressure,smartphone,1529657659610000000,1017.28394,1009.42395,0.0
Pressure,smartphone,1529657659649000000,1017.28394,1009.42395,0.0
Pressure,smartphone,1529657659687000000,1017.2811,1009.42114,0.0
Pressure,smartphone,1529657659725000000,1017.2811,1009.42114,0.0
Pressure,smartphone,1529657659764000000,1017.2811,1009.42114,0.0
Pressure,smartphone,1529657659803000000,1017.2811,1009.42114,0.0
Pressure,smartphone,1529657659841000000,1017.28735,1009.42737,0.0
Pressure,smartphone,1529657659879000000,1017.28735,1009.42737,0.0
Pressure,smartphone,1529657659918000000,1017.28735,1009.42737,0.0
Pressure,smartphone,1529657659957000000,1017.28735,1009.42737,0.0
Pressure,smartphone,1529657659995000000,1017.2773,1009.4173,0.0
Pressure,smartphone,1529657660033000000,1017.2773,1009.4173,0.0
Pressure,smartphone,1529657660072000000,1017.2773,1009.4173,0.0
Pressure,smartphone,1529657660110000000,1017.2773,1009.4173,0.0
Pressure,smartphone,1529657660148000000,1017.2773,1009.4173,0.0
Pressure,smartphone,1529657660188000000,1017.27954,1009.41956,0.0
Pressure,smartphone,1529657660226000000,1017.27954,1009.41956,0.0
Pressure,smartphone,1529657660264000000,1017.27954,1009.41956,0.0
Pressure,smartphone,1529657660303000000,1017.27954,1009.41956,0.0
Pressure,smartphone,1529657660341000000,1017.2637,1009.4037,0.0
Pressure,smartphone,1529657660379000000,1017.2637,1009.4037,0.0
Pressure,smartphone,1529657660418000000,1017.2637,1009.4037,0.0
Pressure,smartphone,1529657660457000000,1017.2637,1009.4037,0.0
Pressure,smartphone,1529657660495000000,1017.26666,1009.4067,0.0
Pressure,smartphone,1529657660533000000,1017.26666,1009.4067,0.0
Pressure,smartphone,1529657660572000000,1017.26666,1009.4067,0.0
Pressure,smartphone,1529657660610000000,1017.26666,1009.4067,0.0
Pressure,smartphone,1529657660649000000,1017.2698,1009.4098,0.0
Pressure,smartphone,1529657660687000000,1017.2698,1009.4098,0.0
Pressure,smartphone,1529657660725000000,1017.2698,1009.4098,0.0
Pressure,smartphone,1529657660764000000,1017.2698,1009.4098,0.0
Pressure,smartphone,1529657660802000000,1017.2799,1009.4199,0.0
Pressure,smartphone,1529657660841000000,1017.2799,1009.4199,0.0
Pressure,smartphone,1529657660880000000,1017.2799,1009.4199,0.0
Pressure,smartphone,1529657660918000000,1017.2799,1009.4199,0.0
Pressure,smartphone,1529657660956000000,1017.28015,1009.42017,0.0
Pressure,smartphone,1529657660994000000,1017.28015,1009.42017,0.0
Pressure,smartphone,1529657661033000000,1017.28015,1009.42017,0.0
Pressure,smartphone,1529657661072000000,1017.28015,1009.42017,0.0
Pressure,smartphone,1529657661110000000,1017.28296,1009.423,0.0
Pressure,smartphone,1529657661148000000,1017.28296,1009.423,0.0
Pressure,smartphone,1529657661187000000,1017.28296,1009.423,0.0
Pressure,smartphone,1529657661225000000,1017.28296,1009.423,0.0
Pressure,smartphone,1529657661264000000,1017.2786,1009.41864,0.0
Pressure,smartphone,1529657661302000000,1017.2786,1009.41864,0.0
Pressure,smartphone,1529657661341000000,1017.2786,1009.41864,0.0
Pressure,smartphone,1529657661379000000,1017.2786,1009.41864,0.0
Pressure,smartphone,1529657661417000000,1017.2714,1009.41144,0.0
