sensor_type,device_type,timestamps,lux
TCS3400 ALS,smartphone,1528370648291000000,38.0
TCS3400 ALS,smartphone,1528370648495000000,22.0
TCS3400 ALS,smartphone,1528370648700000000,40.0
TCS3400 ALS,smartphone,1528370649108000000,18.0
TCS3400 ALS,smartphone,1528370649518000000,19.0
TCS3400 ALS,smartphone,1528370649926000000,2.0
TCS3400 ALS,smartphone,1528370654626000000,5.0
TCS3400 ALS,smartphone,1528370673836000000,1.0
TCS3400 ALS,smartphone,1528370676901000000,4.0
TCS3400 ALS,smartphone,1528370677922000000,2.0
TCS3400 ALS,smartphone,1528370681397000000,1.0
TCS3400 ALS,smartphone,1528370682828000000,15.0
TCS3400 ALS,smartphone,1528370683032000000,0.0
TCS3400 ALS,smartphone,1528370683645000000,13.0
TCS3400 ALS,smartphone,1528370684258000000,1.0
TCS3400 ALS,smartphone,1528370688755000000,4.0
TCS3400 ALS,smartphone,1528370691002000000,1.0
TCS3400 ALS,smartphone,1528370691207000000,0.0
TCS3400 ALS,smartphone,1528370693250000000,4.0
TCS3400 ALS,smartphone,1528370693455000000,0.0
TCS3400 ALS,smartphone,1528370699790000000,1.0
TCS3400 ALS,smartphone,1528370700199000000,100.0
TCS3400 ALS,smartphone,1528370701630000000,6.0
TCS3400 ALS,smartphone,1528370702243000000,0.0
TCS3400 ALS,smartphone,1528370702651000000,4.0
TCS3400 ALS,smartphone,1528370704491000000,0.0
TCS3400 ALS,smartphone,1528370704899000000,1.0
TCS3400 ALS,smartphone,1528370705717000000,4.0
TCS3400 ALS,smartphone,1528370706535000000,6.0
TCS3400 ALS,smartphone,1528370706739000000,0.0
TCS3400 ALS,smartphone,1528370707352000000,1.0
TCS3400 ALS,smartphone,1528370708783000000,11.0
TCS3400 ALS,smartphone,1528370709396000000,27.0
TCS3400 ALS,smartphone,1528370710214000000,11.0
TCS3400 ALS,smartphone,1528370711031000000,1.0
TCS3400 ALS,smartphone,1528370711644000000,5.0
TCS3400 ALS,smartphone,1528370712461000000,15.0
TCS3400 ALS,smartphone,1528370712666000000,1.0
TCS3400 ALS,smartphone,1528370716344000000,0.0
TCS3400 ALS,smartphone,1528370719002000000,5.0
TCS3400 ALS,smartphone,1528370720841000000,1875.0
TCS3400 ALS,smartphone,1528370721045000000,32767.0
TCS3400 ALS,smartphone,1528370721454000000,6847.0
TCS3400 ALS,smartphone,1528370721658000000,14761.0
TCS3400 ALS,smartphone,1528370721863000000,32767.0
TCS3400 ALS,smartphone,1528370724519000000,20852.0
TCS3400 ALS,smartphone,1528370724723000000,32767.0
TCS3400 ALS,smartphone,1528370724928000000,11637.0
TCS3400 ALS,smartphone,1528370725133000000,10176.0
TCS3400 ALS,smartphone,1528370725337000000,5415.0
TCS3400 ALS,smartphone,1528370725541000000,11720.0
TCS3400 ALS,smartphone,1528370725746000000,6159.0
TCS3400 ALS,smartphone,1528370725950000000,6770.0
TCS3400 ALS,smartphone,1528370726155000000,494.0
TCS3400 ALS,smartphone,1528370726563000000,2086.0
TCS3400 ALS,smartphone,1528370726767000000,2392.0
TCS3400 ALS,smartphone,1528370727790000000,0.0
TCS3400 ALS,smartphone,1528370727965000000,0.0
TCS3400 ALS,smartphone,1528370728578000000,2.0
TCS3400 ALS,smartphone,1528370728782000000,0.0
TCS3400 ALS,smartphone,1528370730826000000,2.0
TCS3400 ALS,smartphone,1528370731030000000,0.0
TCS3400 ALS,smartphone,1528370764547000000,1.0
TCS3400 ALS,smartphone,1528370764956000000,0.0
TCS3400 ALS,smartphone,1528370765160000000,8.0
TCS3400 ALS,smartphone,1528370765569000000,0.0
TCS3400 ALS,smartphone,1528370769656000000,1.0
TCS3400 ALS,smartphone,1528370770066000000,0.0
TCS3400 ALS,smartphone,1528370771701000000,1.0
TCS3400 ALS,smartphone,1528370772314000000,4.0
TCS3400 ALS,smartphone,1528370772723000000,0.0
TCS3400 ALS,smartphone,1528370774766000000,2.0
TCS3400 ALS,smartphone,1528370775584000000,1.0
TCS3400 ALS,smartphone,1528370776606000000,0.0
TCS3400 ALS,smartphone,1528370777628000000,6.0
TCS3400 ALS,smartphone,1528370778037000000,0.0
TCS3400 ALS,smartphone,1528370778241000000,2.0
TCS3400 ALS,smartphone,1528370778649000000,5.0
TCS3400 ALS,smartphone,1528370778854000000,30.0
TCS3400 ALS,smartphone,1528370779058000000,4.0
TCS3400 ALS,smartphone,1528370779467000000,2.0
TCS3400 ALS,smartphone,1528370779876000000,0.0
TCS3400 ALS,smartphone,1528370780488000000,4.0
TCS3400 ALS,smartphone,1528370780693000000,2.0
TCS3400 ALS,smartphone,1528370781102000000,0.0
TCS3400 ALS,smartphone,1528370781306000000,1.0
TCS3400 ALS,smartphone,1528370781510000000,9.0
TCS3400 ALS,smartphone,1528370781715000000,8.0
TCS3400 ALS,smartphone,1528370781920000000,37.0
TCS3400 ALS,smartphone,1528370782123000000,13.0
TCS3400 ALS,smartphone,1528370782328000000,1.0
TCS3400 ALS,smartphone,1528370782532000000,4.0
TCS3400 ALS,smartphone,1528370782737000000,2.0
TCS3400 ALS,smartphone,1528370783145000000,9.0
TCS3400 ALS,smartphone,1528370783350000000,2.0
TCS3400 ALS,smartphone,1528370783759000000,1.0
TCS3400 ALS,smartphone,1528370783963000000,16.0
TCS3400 ALS,smartphone,1528370784167000000,1.0
TCS3400 ALS,smartphone,1528370784372000000,0.0
TCS3400 ALS,smartphone,1528370784576000000,1.0
TCS3400 ALS,smartphone,1528370785393000000,8.0
TCS3400 ALS,smartphone,1528370785803000000,2.0
TCS3400 ALS,smartphone,1528370786006000000,6.0
TCS3400 ALS,smartphone,1528370786415000000,0.0
TCS3400 ALS,smartphone,1528370786620000000,1.0
TCS3400 ALS,smartphone,1528370787029000000,0.0
TCS3400 ALS,smartphone,1528370787233000000,1.0
TCS3400 ALS,smartphone,1528370788459000000,0.0
TCS3400 ALS,smartphone,1528370788663000000,2.0
TCS3400 ALS,smartphone,1528370789072000000,0.0
TCS3400 ALS,smartphone,1528370789277000000,8.0
TCS3400 ALS,smartphone,1528370789686000000,0.0
TCS3400 ALS,smartphone,1528370794590000000,4.0
TCS3400 ALS,smartphone,1528370794999000000,1.0
TCS3400 ALS,smartphone,1528370795611000000,0.0
TCS3400 ALS,smartphone,1528370797247000000,2.0
TCS3400 ALS,smartphone,1528370797451000000,1.0
TCS3400 ALS,smartphone,1528370798473000000,9.0
TCS3400 ALS,smartphone,1528370798678000000,2.0
TCS3400 ALS,smartphone,1528370799086000000,13.0
TCS3400 ALS,smartphone,1528370799291000000,654.0
TCS3400 ALS,smartphone,1528370799495000000,1114.0
TCS3400 ALS,smartphone,1528370799699000000,3864.0
TCS3400 ALS,smartphone,1528370799904000000,2568.0
TCS3400 ALS,smartphone,1528370800108000000,1495.0
TCS3400 ALS,smartphone,1528370800313000000,788.0
TCS3400 ALS,smartphone,1528370800517000000,831.0
TCS3400 ALS,smartphone,1528370800721000000,795.0
TCS3400 ALS,smartphone,1528370800926000000,872.0
TCS3400 ALS,smartphone,1528370801130000000,897.0
TCS3400 ALS,smartphone,1528370801335000000,943.0
TCS3400 ALS,smartphone,1528370801538000000,971.0
TCS3400 ALS,smartphone,1528370801743000000,839.0
TCS3400 ALS,smartphone,1528370801947000000,875.0
TCS3400 ALS,smartphone,1528370802152000000,777.0
TCS3400 ALS,smartphone,1528370802356000000,771.0
TCS3400 ALS,smartphone,1528370802561000000,777.0
TCS3400 ALS,smartphone,1528370802765000000,690.0
TCS3400 ALS,smartphone,1528370802969000000,657.0
TCS3400 ALS,smartphone,1528370803173000000,585.0
TCS3400 ALS,smartphone,1528370803378000000,497.0
TCS3400 ALS,smartphone,1528370803582000000,476.0
